dataset,method,k,sigma,fold,example,unit,n_frames,k_pred,acc,nmi,ari,seconds
ballet,TKSS,3,0.25,5,11,dancer6,241,3,0.917012,0.778955,0.766966,0.03
ballet,TKSS,3,0.25,6,0,dancer7,246,3,0.930894,0.801123,0.808675,0.01
ballet,TKSS,3,0.25,6,1,dancer7,201,3,0.925373,0.813500,0.799004,0.01
ballet,TKSS,3,0.25,6,2,dancer7,192,3,0.937500,0.810329,0.824250,0.01
ballet,TKSS,3,0.25,6,3,dancer7,259,3,0.934363,0.807513,0.817994,0.01
ballet,TKSS,3,0.25,6,4,dancer7,242,3,1.000000,1.000000,1.000000,0.02
ballet,TKSS,3,0.25,6,5,dancer7,213,3,0.938967,0.850037,0.834417,0.02
ballet,TKSS,3,0.25,6,6,dancer7,186,3,0.956989,0.880489,0.878322,0.01
ballet,TKSS,3,0.25,6,7,dancer7,243,3,0.930041,0.822888,0.813894,0.03
ballet,TKSS,3,0.25,6,8,dancer7,242,3,0.933884,0.842820,0.823741,0.02
ballet,TKSS,3,0.25,6,9,dancer7,247,3,0.834008,0.650517,0.600168,0.01
ballet,TKSS,3,0.25,6,10,dancer7,232,3,0.827586,0.639462,0.584553,0.01
ballet,TKSS,3,0.25,6,11,dancer7,234,3,0.918803,0.820828,0.786393,0.01
ballet,TKSS,3,0.5,0,0,dancer1,246,3,0.975610,0.920151,0.930925,0.04
ballet,TKSS,3,0.5,0,1,dancer1,235,3,0.931915,0.823290,0.809597,0.07
ballet,TKSS,3,0.5,0,2,dancer1,240,3,0.920833,0.775707,0.784294,0.02
ballet,TKSS,3,0.5,0,3,dancer1,230,3,0.934783,0.803680,0.816774,0.02
ballet,TKSS,3,0.5,0,4,dancer1,229,3,0.895197,0.793104,0.738484,0.01
ballet,TKSS,3,0.5,0,5,dancer1,235,3,0.829787,0.645085,0.592173,0.01
ballet,TKSS,3,0.5,0,6,dancer1,220,3,0.977273,0.913680,0.933911,0.02
ballet,TKSS,3,0.5,0,7,dancer1,237,3,0.869198,0.692971,0.665357,0.01
ballet,TKSS,3,0.5,0,8,dancer1,242,3,0.876033,0.701473,0.678929,0.01
ballet,TKSS,3,0.5,0,9,dancer1,225,3,0.920000,0.805942,0.782424,0.04
ballet,TKSS,3,0.5,0,10,dancer1,258,3,0.930233,0.836325,0.810792,0.04
ballet,TKSS,3,0.5,0,11,dancer1,287,3,0.944251,0.813505,0.841449,0.08
ballet,TKSS,3,0.5,1,0,dancer2,252,3,0.873016,0.707302,0.679094,0.02
ballet,TKSS,3,0.5,1,1,dancer2,187,3,0.925134,0.789595,0.791954,0.03
ballet,TKSS,3,0.5,1,2,dancer2,258,3,0.972868,0.912197,0.918154,0.05
ballet,TKSS,3,0.5,1,3,dancer2,256,3,0.847656,0.667354,0.624398,0.01
ballet,TKSS,3,0.5,1,4,dancer2,238,3,0.966387,0.887589,0.902346,0.03
ballet,TKSS,3,0.5,1,5,dancer2,246,3,0.910569,0.768750,0.758981,0.02
ballet,TKSS,3,0.5,1,6,dancer2,228,3,0.986842,0.949220,0.960716,0.02
ballet,TKSS,3,0.5,1,7,dancer2,244,3,0.959016,0.861315,0.879871,0.03
ballet,TKSS,3,0.5,1,8,dancer2,206,3,0.990291,0.953522,0.970446,0.07
ballet,TKSS,3,0.5,1,9,dancer2,179,3,0.932961,0.797241,0.802541,0.02
ballet,TKSS,3,0.5,1,10,dancer2,223,3,0.865471,0.697654,0.661991,0.02
ballet,TKSS,3,0.5,1,11,dancer2,214,3,0.962617,0.892451,0.897090,0.03
ballet,TKSS,3,0.5,2,0,dancer3,219,3,0.963470,0.893711,0.898076,0.04
ballet,TKSS,3,0.5,2,1,dancer3,254,3,1.000000,1.000000,1.000000,0.08
ballet,TKSS,3,0.5,2,2,dancer3,200,3,1.000000,1.000000,1.000000,0.03
ballet,TKSS,3,0.5,2,3,dancer3,244,3,0.926230,0.807954,0.798738,0.07
ballet,TKSS,3,0.5,2,4,dancer3,207,3,0.768116,0.586744,0.497962,0.03
ballet,TKSS,3,0.5,2,5,dancer3,233,3,0.871245,0.703708,0.672806,0.01
ballet,TKSS,3,0.5,2,6,dancer3,259,3,0.961390,0.876274,0.885318,0.07
ballet,TKSS,3,0.5,2,7,dancer3,219,3,0.904110,0.762692,0.746914,0.01
ballet,TKSS,3,0.5,2,8,dancer3,215,3,0.920930,0.778173,0.781544,0.03
ballet,TKSS,3,0.5,2,9,dancer3,223,3,0.883408,0.737856,0.704293,0.01
ballet,TKSS,3,0.5,2,10,dancer3,201,3,0.835821,0.661700,0.610455,0.03
ballet,TKSS,3,0.5,2,11,dancer3,237,3,0.936709,0.821734,0.818560,0.03
ballet,TKSS,3,0.5,3,0,dancer4,269,3,0.936803,0.821244,0.828570,0.08
ballet,TKSS,3,0.5,3,1,dancer4,224,3,0.906250,0.753891,0.746720,0.05
ballet,TKSS,3,0.5,3,2,dancer4,212,3,0.985849,0.947274,0.962443,0.15
ballet,TKSS,3,0.5,3,3,dancer4,205,3,0.858537,0.662039,0.605907,0.02
ballet,TKSS,3,0.5,3,4,dancer4,283,3,0.957597,0.856051,0.877922,0.03
ballet,TKSS,3,0.5,3,5,dancer4,232,3,0.969828,0.887562,0.910345,0.05
ballet,TKSS,3,0.5,3,6,dancer4,195,3,0.974359,0.916744,0.925341,0.01
ballet,TKSS,3,0.5,3,7,dancer4,205,3,0.907317,0.748093,0.741480,0.06
ballet,TKSS,3,0.5,3,8,dancer4,256,3,0.945312,0.828723,0.847821,0.05
ballet,TKSS,3,0.5,3,9,dancer4,197,3,0.918782,0.785566,0.776560,0.02
ballet,TKSS,3,0.5,3,10,dancer4,226,3,0.809735,0.621076,0.555529,0.02
ballet,TKSS,3,0.5,3,11,dancer4,226,3,0.884956,0.766172,0.716234,0.01
ballet,TKSS,3,0.5,4,0,dancer5,266,3,0.924812,0.808801,0.802466,0.08
ballet,TKSS,3,0.5,4,1,dancer5,238,3,0.932773,0.815661,0.808686,0.05
ballet,TKSS,3,0.5,4,2,dancer5,263,3,0.958175,0.870394,0.878071,0.04
ballet,TKSS,3,0.5,4,3,dancer5,239,3,0.937238,0.833670,0.829525,0.03
ballet,TKSS,3,0.5,4,4,dancer5,231,3,0.822511,0.634728,0.576738,0.01
ballet,TKSS,3,0.5,4,5,dancer5,250,3,0.872000,0.702883,0.675063,0.01
ballet,TKSS,3,0.5,4,6,dancer5,186,3,0.897849,0.725177,0.702118,0.04
ballet,TKSS,3,0.5,4,7,dancer5,207,3,0.966184,0.899897,0.907508,0.05
ballet,TKSS,3,0.5,4,8,dancer5,223,3,0.928251,0.786835,0.789611,0.02
ballet,TKSS,3,0.5,4,9,dancer5,214,3,0.934579,0.843228,0.823415,0.01
ballet,TKSS,3,0.5,4,10,dancer5,225,3,0.924444,0.831294,0.810278,0.06
ballet,TKSS,3,0.5,4,11,dancer5,197,3,0.964467,0.894619,0.897087,0.03
ballet,TKSS,3,0.5,5,0,dancer6,193,3,0.932642,0.801375,0.813443,0.02
ballet,TKSS,3,0.5,5,1,dancer6,238,3,0.941176,0.822199,0.836555,0.03
ballet,TKSS,3,0.5,5,2,dancer6,227,3,0.977974,0.925486,0.937049,0.08
ballet,TKSS,3,0.5,5,3,dancer6,234,3,0.948718,0.851265,0.852059,0.05
ballet,TKSS,3,0.5,5,4,dancer6,237,3,0.919831,0.775834,0.778362,0.03
ballet,TKSS,3,0.5,5,5,dancer6,240,3,0.950000,0.839939,0.859799,0.03
ballet,TKSS,3,0.5,5,6,dancer6,236,3,0.991525,0.958688,0.975039,0.06
ballet,TKSS,3,0.5,5,7,dancer6,239,3,0.874477,0.697212,0.679333,0.01
ballet,TKSS,3,0.5,5,8,dancer6,240,3,0.900000,0.763862,0.733812,0.04
ballet,TKSS,3,0.5,5,9,dancer6,219,3,0.904110,0.747042,0.734933,0.06
ballet,TKSS,3,0.5,5,10,dancer6,179,3,0.966480,0.885550,0.901924,0.04
ballet,TKSS,3,0.5,5,11,dancer6,241,3,0.917012,0.778955,0.766966,0.01
ballet,TKSS,3,0.5,6,0,dancer7,246,3,0.967480,0.900406,0.903752,0.06
ballet,TKSS,3,0.5,6,1,dancer7,201,3,0.930348,0.820727,0.810742,0.02
ballet,TKSS,3,0.5,6,2,dancer7,192,3,0.953125,0.852130,0.869006,0.04
ballet,TKSS,3,0.5,6,3,dancer7,259,3,0.934363,0.807513,0.817994,0.01
ballet,TKSS,3,0.5,6,4,dancer7,242,3,1.000000,1.000000,1.000000,0.02
ballet,TKSS,3,0.5,6,5,dancer7,213,3,0.934272,0.842932,0.823073,0.02
ballet,TKSS,3,0.5,6,6,dancer7,186,3,0.956989,0.880489,0.878322,0.01
ballet,TKSS,3,0.5,6,7,dancer7,243,3,0.917695,0.796068,0.782579,0.02
ballet,TKSS,3,0.5,6,8,dancer7,242,3,0.933884,0.842820,0.823741,0.02
ballet,TKSS,3,0.5,6,9,dancer7,247,3,0.850202,0.678008,0.641134,0.04
ballet,TKSS,3,0.5,6,10,dancer7,232,3,0.827586,0.639462,0.584553,0.01
ballet,TKSS,3,0.5,6,11,dancer7,234,3,0.918803,0.820828,0.786393,0.01
ballet,TKSS,5,0,0,0,dancer1,422,5,0.857820,0.777122,0.709841,0.21
ballet,TKSS,5,0,0,1,dancer1,424,5,0.844340,0.691999,0.656273,0.21
ballet,TKSS,5,0,0,2,dancer1,318,5,0.911950,0.841358,0.799149,0.18
ballet,TKSS,5,0,0,3,dancer1,377,5,0.702918,0.674739,0.538138,0.20
ballet,TKSS,5,0,0,4,dancer1,383,5,0.822454,0.751135,0.644601,0.46
ballet,TKSS,5,0,0,5,dancer1,369,5,0.869919,0.791386,0.723484,0.20
ballet,TKSS,5,0,0,6,dancer1,410,5,0.919512,0.846419,0.812750,0.48
ballet,TKSS,5,0,0,7,dancer1,392,5,0.821429,0.681151,0.610469,0.27
ballet,TKSS,5,0,0,8,dancer1,376,5,0.898936,0.813337,0.774843,0.13
ballet,TKSS,5,0,0,9,dancer1,363,5,0.694215,0.674778,0.575278,0.76
ballet,TKSS,5,0,0,10,dancer1,366,5,0.855191,0.780696,0.697522,0.13
ballet,TKSS,5,0,0,11,dancer1,401,5,0.678304,0.640915,0.536033,0.28
ballet,TKSS,5,0,1,0,dancer3,376,5,0.864362,0.785014,0.723297,0.13
ballet,TKSS,5,0,1,1,dancer3,385,5,0.888312,0.822398,0.760439,0.07
ballet,TKSS,5,0,1,2,dancer3,447,5,0.876957,0.796194,0.743369,0.15
ballet,TKSS,5,0,1,3,dancer3,358,5,0.818436,0.755145,0.661090,0.07
ballet,TKSS,5,0,1,4,dancer3,366,5,0.836066,0.764224,0.682591,0.07
ballet,TKSS,5,0,1,5,dancer3,379,5,0.886544,0.793514,0.744327,0.07
ballet,TKSS,5,0,1,6,dancer3,384,5,0.854167,0.784017,0.708274,0.07
ballet,TKSS,5,0,1,7,dancer3,402,5,0.965174,0.918593,0.916805,0.07
ballet,TKSS,5,0,1,8,dancer3,342,5,0.909357,0.834862,0.796861,0.07
ballet,TKSS,5,0,1,9,dancer3,345,5,0.849275,0.777232,0.697783,0.07
ballet,TKSS,5,0,1,10,dancer3,391,5,0.930946,0.863270,0.833653,0.07
ballet,TKSS,5,0,1,11,dancer3,339,5,0.955752,0.907963,0.896360,0.07
ballet,TKSS,5,0,2,0,dancer6,372,5,0.715054,0.614532,0.519454,0.44
ballet,TKSS,5,0,2,1,dancer6,342,5,0.888889,0.816763,0.763084,0.06
ballet,TKSS,5,0,2,2,dancer6,365,5,0.854795,0.796914,0.714762,0.13
ballet,TKSS,5,0,2,3,dancer6,341,5,0.829912,0.740627,0.646262,0.31
ballet,TKSS,5,0,2,4,dancer6,366,5,0.718579,0.677315,0.513482,0.56
ballet,TKSS,5,0,2,5,dancer6,298,5,0.936242,0.889804,0.858792,0.06
ballet,TKSS,5,0,2,6,dancer6,357,5,0.910364,0.838357,0.797567,0.19
ballet,TKSS,5,0,2,7,dancer6,368,5,0.839674,0.775468,0.698986,0.25
ballet,TKSS,5,0,2,8,dancer6,409,5,0.853301,0.737252,0.689403,0.74
ballet,TKSS,5,0,2,9,dancer6,399,5,0.796992,0.720134,0.614878,0.13
ballet,TKSS,5,0,2,10,dancer6,437,5,0.958810,0.902609,0.900062,0.28
ballet,TKSS,5,0,2,11,dancer6,379,5,0.846966,0.750744,0.680459,0.32
ballet,TKSS,5,0,3,0,dancer7,373,5,0.895442,0.838828,0.785297,0.09
ballet,TKSS,5,0,3,1,dancer7,408,5,0.941176,0.883005,0.863540,0.09
ballet,TKSS,5,0,3,2,dancer7,361,5,0.781163,0.735395,0.630203,0.09
ballet,TKSS,5,0,3,3,dancer7,398,5,0.811558,0.732396,0.628860,0.18
ballet,TKSS,5,0,3,4,dancer7,364,5,0.807692,0.733408,0.633442,0.09
ballet,TKSS,5,0,3,5,dancer7,398,5,0.824121,0.766204,0.685956,1.12
ballet,TKSS,5,0,3,6,dancer7,349,5,0.879656,0.806183,0.740753,0.09
ballet,TKSS,5,0,3,7,dancer7,421,5,0.912114,0.841120,0.805643,0.09
ballet,TKSS,5,0,3,8,dancer7,402,5,0.895522,0.815709,0.773301,0.09
ballet,TKSS,5,0,3,9,dancer7,461,5,0.945770,0.882182,0.872927,0.38
ballet,TKSS,5,0,3,10,dancer7,346,5,0.800578,0.744670,0.645558,0.08
ballet,TKSS,5,0,3,11,dancer7,380,5,0.878947,0.805458,0.739247,0.09
ballet,TKSS,5,0.25,0,0,dancer1,422,5,0.862559,0.782976,0.719444,0.06
ballet,TKSS,5,0.25,0,1,dancer1,424,5,0.941038,0.877005,0.862265,0.06
ballet,TKSS,5,0.25,0,2,dancer1,318,5,0.924528,0.861547,0.826373,0.05
ballet,TKSS,5,0.25,0,3,dancer1,377,5,0.848806,0.763403,0.685776,0.06
ballet,TKSS,5,0.25,0,4,dancer1,383,5,0.830287,0.748113,0.654733,0.06
ballet,TKSS,5,0.25,0,5,dancer1,369,5,0.897019,0.825054,0.772936,0.05
ballet,TKSS,5,0.25,0,6,dancer1,410,5,0.934146,0.862402,0.842789,0.11
ballet,TKSS,5,0.25,0,7,dancer1,392,5,0.852041,0.771466,0.691659,0.06
ballet,TKSS,5,0.25,0,8,dancer1,376,5,0.885638,0.796748,0.750168,0.25
ballet,TKSS,5,0.25,0,9,dancer1,363,5,0.867769,0.787364,0.719469,0.10
ballet,TKSS,5,0.25,0,10,dancer1,366,5,0.852459,0.777930,0.692106,0.05
ballet,TKSS,5,0.25,0,11,dancer1,401,5,0.922693,0.851887,0.820275,0.16
ballet,TKSS,5,0.25,1,0,dancer3,376,5,0.898936,0.811622,0.776429,0.98
ballet,TKSS,5,0.25,1,1,dancer3,385,5,0.867532,0.804476,0.725722,0.53
ballet,TKSS,5,0.25,1,2,dancer3,447,5,0.879195,0.798742,0.746814,0.08
ballet,TKSS,5,0.25,1,3,dancer3,358,5,0.818436,0.755145,0.661090,0.07
ballet,TKSS,5,0.25,1,4,dancer3,366,5,0.822404,0.750916,0.655951,0.39
ballet,TKSS,5,0.25,1,5,dancer3,379,5,0.881266,0.787914,0.733638,0.20
ballet,TKSS,5,0.25,1,6,dancer3,384,5,0.843750,0.765280,0.691835,0.40
ballet,TKSS,5,0.25,1,7,dancer3,402,5,0.965174,0.918593,0.916805,0.07
ballet,TKSS,5,0.25,1,8,dancer3,342,5,0.909357,0.834862,0.796861,0.07
ballet,TKSS,5,0.25,1,9,dancer3,345,5,0.849275,0.777232,0.697783,0.06
ballet,TKSS,5,0.25,1,10,dancer3,391,5,0.928389,0.859912,0.828043,0.14
ballet,TKSS,5,0.25,1,11,dancer3,339,5,0.955752,0.907963,0.896360,0.07
ballet,TKSS,5,0.25,2,0,dancer6,372,5,0.897849,0.832961,0.778440,0.05
ballet,TKSS,5,0.25,2,1,dancer6,342,5,0.894737,0.817363,0.772954,0.20
ballet,TKSS,5,0.25,2,2,dancer6,365,5,0.838356,0.788767,0.699215,0.31
ballet,TKSS,5,0.25,2,3,dancer6,341,5,0.841642,0.750645,0.660995,0.05
ballet,TKSS,5,0.25,2,4,dancer6,366,5,0.857923,0.774730,0.709207,0.16
ballet,TKSS,5,0.25,2,5,dancer6,298,5,0.936242,0.889804,0.858792,0.05
ballet,TKSS,5,0.25,2,6,dancer6,357,5,0.932773,0.866959,0.846508,0.31
ballet,TKSS,5,0.25,2,7,dancer6,368,5,0.812500,0.736802,0.638013,0.05
ballet,TKSS,5,0.25,2,8,dancer6,409,5,0.875306,0.805266,0.746196,0.06
ballet,TKSS,5,0.25,2,9,dancer6,399,5,0.799499,0.721653,0.617884,0.06
ballet,TKSS,5,0.25,2,10,dancer6,437,5,0.954233,0.899220,0.892647,0.35
ballet,TKSS,5,0.25,2,11,dancer6,379,5,0.865435,0.807071,0.734362,0.06
ballet,TKSS,5,0.25,3,0,dancer7,373,5,0.895442,0.838828,0.785297,0.02
ballet,TKSS,5,0.25,3,1,dancer7,408,5,0.946078,0.897150,0.874775,0.05
ballet,TKSS,5,0.25,3,2,dancer7,361,5,0.783934,0.739863,0.636601,0.05
ballet,TKSS,5,0.25,3,3,dancer7,398,5,0.809045,0.730731,0.625103,0.03
ballet,TKSS,5,0.25,3,4,dancer7,364,5,0.807692,0.733408,0.633442,0.03
ballet,TKSS,5,0.25,3,5,dancer7,398,5,0.791457,0.728816,0.624090,0.03
ballet,TKSS,5,0.25,3,6,dancer7,349,5,0.879656,0.806183,0.740753,0.02
ballet,TKSS,5,0.25,3,7,dancer7,421,5,0.914489,0.844347,0.810910,0.05
ballet,TKSS,5,0.25,3,8,dancer7,402,5,0.907960,0.836184,0.799889,0.10
ballet,TKSS,5,0.25,3,9,dancer7,461,5,0.941432,0.880395,0.865120,0.06
ballet,TKSS,5,0.25,3,10,dancer7,346,5,0.800578,0.744670,0.645558,0.02
ballet,TKSS,5,0.25,3,11,dancer7,380,5,0.878947,0.805458,0.739247,0.03
ballet,TKSS,5,0.5,0,0,dancer1,422,5,0.853081,0.776993,0.705048,0.21
ballet,TKSS,5,0.5,0,1,dancer1,424,5,0.931604,0.860231,0.837917,0.23
ballet,TKSS,5,0.5,0,2,dancer1,318,5,0.852201,0.770971,0.687250,0.17
ballet,TKSS,5,0.5,0,3,dancer1,377,5,0.840849,0.763527,0.671475,0.10
ballet,TKSS,5,0.5,0,4,dancer1,383,5,0.806789,0.731421,0.611263,0.19
ballet,TKSS,5,0.5,0,5,dancer1,369,5,0.902439,0.837161,0.784314,0.14
ballet,TKSS,5,0.5,0,6,dancer1,410,5,0.943902,0.919886,0.875743,0.28
ballet,TKSS,5,0.5,0,7,dancer1,392,5,0.852041,0.771466,0.691659,0.03
ballet,TKSS,5,0.5,0,8,dancer1,376,5,0.952128,0.906601,0.886589,0.26
ballet,TKSS,5,0.5,0,9,dancer1,363,5,0.900826,0.849080,0.815685,0.27
ballet,TKSS,5,0.5,0,10,dancer1,366,5,0.830601,0.738570,0.640044,0.19
ballet,TKSS,5,0.5,0,11,dancer1,401,5,0.917706,0.847626,0.810378,0.05
ballet,TKSS,5,0.5,1,0,dancer3,376,5,0.864362,0.801176,0.731043,0.17
ballet,TKSS,5,0.5,1,1,dancer3,385,5,0.901299,0.837083,0.784385,0.11
ballet,TKSS,5,0.5,1,2,dancer3,447,5,0.872483,0.776477,0.730346,0.27
ballet,TKSS,5,0.5,1,3,dancer3,358,5,0.821229,0.763648,0.671176,0.09
ballet,TKSS,5,0.5,1,4,dancer3,366,5,0.814208,0.747060,0.647968,0.15
ballet,TKSS,5,0.5,1,5,dancer3,379,5,0.878628,0.801971,0.742550,0.25
ballet,TKSS,5,0.5,1,6,dancer3,384,5,0.864583,0.795047,0.729134,0.09
ballet,TKSS,5,0.5,1,7,dancer3,402,5,0.957711,0.913008,0.899759,0.16
ballet,TKSS,5,0.5,1,8,dancer3,342,5,0.885965,0.805194,0.747695,0.13
ballet,TKSS,5,0.5,1,9,dancer3,345,5,0.878261,0.819314,0.754944,0.23
ballet,TKSS,5,0.5,1,10,dancer3,391,5,0.951407,0.914237,0.890381,0.21
ballet,TKSS,5,0.5,1,11,dancer3,339,5,0.958702,0.917549,0.903754,0.04
ballet,TKSS,5,0.5,2,0,dancer6,372,5,0.887097,0.801938,0.751445,0.11
ballet,TKSS,5,0.5,2,1,dancer6,342,5,0.880117,0.799139,0.744701,0.14
ballet,TKSS,5,0.5,2,2,dancer6,365,5,0.863014,0.795614,0.727197,0.15
ballet,TKSS,5,0.5,2,3,dancer6,341,5,0.841642,0.750645,0.660995,0.02
ballet,TKSS,5,0.5,2,4,dancer6,366,5,0.860656,0.778766,0.714079,0.06
ballet,TKSS,5,0.5,2,5,dancer6,298,5,0.936242,0.889804,0.858792,0.02
ballet,TKSS,5,0.5,2,6,dancer6,357,5,0.927171,0.869433,0.843108,0.14
ballet,TKSS,5,0.5,2,7,dancer6,368,5,0.850543,0.764868,0.693422,0.14
ballet,TKSS,5,0.5,2,8,dancer6,409,5,0.875306,0.805266,0.746196,0.03
ballet,TKSS,5,0.5,2,9,dancer6,399,5,0.809524,0.735441,0.641107,0.09
ballet,TKSS,5,0.5,2,10,dancer6,437,5,0.981693,0.957370,0.956597,0.10
ballet,TKSS,5,0.5,2,11,dancer6,379,5,0.865435,0.807071,0.734362,0.02
ballet,TKSS,5,0.5,3,0,dancer7,373,5,0.930295,0.876872,0.839475,0.18
ballet,TKSS,5,0.5,3,1,dancer7,408,5,0.943627,0.891018,0.868753,0.07
ballet,TKSS,5,0.5,3,2,dancer7,361,5,0.770083,0.736579,0.624614,0.13
ballet,TKSS,5,0.5,3,3,dancer7,398,5,0.839196,0.757402,0.681514,0.21
ballet,TKSS,5,0.5,3,4,dancer7,364,5,0.813187,0.742593,0.646212,0.07
ballet,TKSS,5,0.5,3,5,dancer7,398,5,0.816583,0.757142,0.666098,0.12
ballet,TKSS,5,0.5,3,6,dancer7,349,5,0.862464,0.789442,0.723793,0.40
ballet,TKSS,5,0.5,3,7,dancer7,421,5,0.947743,0.912557,0.889798,0.22
ballet,TKSS,5,0.5,3,8,dancer7,402,5,0.915423,0.850391,0.815047,0.09
ballet,TKSS,5,0.5,3,9,dancer7,461,5,0.954447,0.906903,0.896386,0.13
ballet,TKSS,5,0.5,3,10,dancer7,346,5,0.797688,0.762629,0.660985,0.11
ballet,TKSS,5,0.5,3,11,dancer7,380,5,0.881579,0.807624,0.747493,0.11
ballet,DP NCut (trivial),3,0,0,0,dancer1,246,3,0.808943,0.597309,0.498260,0.06
ballet,DP NCut (trivial),3,0,0,1,dancer1,235,3,1.000000,1.000000,1.000000,0.05
ballet,DP NCut (trivial),3,0,0,2,dancer1,240,3,0.670833,0.524296,0.381326,0.05
ballet,DP NCut (trivial),3,0,0,3,dancer1,230,3,0.860870,0.676914,0.613148,0.05
ballet,DP NCut (trivial),3,0,0,4,dancer1,229,3,0.834061,0.744728,0.663691,0.05
ballet,DP NCut (trivial),3,0,0,5,dancer1,235,3,0.629787,0.671337,0.495118,0.05
ballet,DP NCut (trivial),3,0,0,6,dancer1,220,3,0.995455,0.978093,0.986412,0.05
ballet,DP NCut (trivial),3,0,0,7,dancer1,237,3,0.936709,0.849500,0.846815,0.05
ballet,DP NCut (trivial),3,0,0,8,dancer1,242,3,0.615702,0.672554,0.493309,0.05
ballet,DP NCut (trivial),3,0,0,9,dancer1,225,3,0.568889,0.647095,0.452951,0.05
ballet,DP NCut (trivial),3,0,0,10,dancer1,258,3,0.693798,0.545936,0.394092,0.06
ballet,DP NCut (trivial),3,0,0,11,dancer1,287,3,0.529617,0.647723,0.443349,0.08
ballet,DP NCut (trivial),3,0,1,0,dancer2,252,3,1.000000,1.000000,1.000000,0.06
ballet,DP NCut (trivial),3,0,1,1,dancer2,187,3,0.577540,0.476691,0.314156,0.03
ballet,DP NCut (trivial),3,0,1,2,dancer2,258,3,0.596899,0.654999,0.463276,0.06
ballet,DP NCut (trivial),3,0,1,3,dancer2,256,3,0.585938,0.389678,0.221050,0.06
ballet,DP NCut (trivial),3,0,1,4,dancer2,238,3,0.768908,0.711060,0.583225,0.05
ballet,DP NCut (trivial),3,0,1,5,dancer2,246,3,1.000000,1.000000,1.000000,0.06
ballet,DP NCut (trivial),3,0,1,6,dancer2,228,3,1.000000,1.000000,1.000000,0.05
ballet,DP NCut (trivial),3,0,1,7,dancer2,244,3,0.721311,0.498483,0.359297,0.05
ballet,DP NCut (trivial),3,0,1,8,dancer2,206,3,1.000000,1.000000,1.000000,0.04
ballet,DP NCut (trivial),3,0,1,9,dancer2,179,3,0.899441,0.793045,0.729138,0.03
ballet,DP NCut (trivial),3,0,1,10,dancer2,223,3,0.941704,0.843264,0.817024,0.05
ballet,DP NCut (trivial),3,0,1,11,dancer2,214,3,0.630841,0.674706,0.500348,0.04
ballet,DP NCut (trivial),3,0,2,0,dancer3,219,3,0.840183,0.752866,0.677938,0.04
ballet,DP NCut (trivial),3,0,2,1,dancer3,254,3,0.744094,0.490322,0.346895,0.06
ballet,DP NCut (trivial),3,0,2,2,dancer3,200,3,0.850000,0.746515,0.641157,0.04
ballet,DP NCut (trivial),3,0,2,3,dancer3,244,3,0.516393,0.450328,0.279475,0.05
ballet,DP NCut (trivial),3,0,2,4,dancer3,207,3,0.893720,0.806099,0.801412,0.04
ballet,DP NCut (trivial),3,0,2,5,dancer3,233,3,0.948498,0.869849,0.879231,0.05
ballet,DP NCut (trivial),3,0,2,6,dancer3,259,3,0.934363,0.845587,0.834020,0.06
ballet,DP NCut (trivial),3,0,2,7,dancer3,219,3,1.000000,1.000000,1.000000,0.04
ballet,DP NCut (trivial),3,0,2,8,dancer3,215,3,0.604651,0.377582,0.153384,0.04
ballet,DP NCut (trivial),3,0,2,9,dancer3,223,3,1.000000,1.000000,1.000000,0.04
ballet,DP NCut (trivial),3,0,2,10,dancer3,201,3,1.000000,1.000000,1.000000,0.04
ballet,DP NCut (trivial),3,0,2,11,dancer3,237,3,0.746835,0.678153,0.497678,0.05
ballet,DP NCut (trivial),3,0,3,0,dancer4,269,3,0.758364,0.713052,0.589132,0.07
ballet,DP NCut (trivial),3,0,3,1,dancer4,224,3,0.589286,0.312873,0.119953,0.05
ballet,DP NCut (trivial),3,0,3,2,dancer4,212,3,0.731132,0.568890,0.484729,0.04
ballet,DP NCut (trivial),3,0,3,3,dancer4,205,3,0.702439,0.654339,0.444327,0.04
ballet,DP NCut (trivial),3,0,3,4,dancer4,283,3,0.787986,0.622084,0.557676,0.07
ballet,DP NCut (trivial),3,0,3,5,dancer4,232,3,0.504310,0.365445,0.202753,0.05
ballet,DP NCut (trivial),3,0,3,6,dancer4,195,3,0.538462,0.642003,0.436093,0.03
ballet,DP NCut (trivial),3,0,3,7,dancer4,205,3,0.692683,0.526050,0.366651,0.04
ballet,DP NCut (trivial),3,0,3,8,dancer4,256,3,0.523438,0.397632,0.218403,0.06
ballet,DP NCut (trivial),3,0,3,9,dancer4,197,3,0.791878,0.606176,0.556799,0.04
ballet,DP NCut (trivial),3,0,3,10,dancer4,226,3,0.761062,0.558744,0.489712,0.05
ballet,DP NCut (trivial),3,0,3,11,dancer4,226,3,0.632743,0.592722,0.489583,0.05
ballet,DP NCut (trivial),3,0,4,0,dancer5,266,3,1.000000,1.000000,1.000000,0.06
ballet,DP NCut (trivial),3,0,4,1,dancer5,238,3,1.000000,1.000000,1.000000,0.05
ballet,DP NCut (trivial),3,0,4,2,dancer5,263,3,1.000000,1.000000,1.000000,0.06
ballet,DP NCut (trivial),3,0,4,3,dancer5,239,3,0.983264,0.931218,0.954560,0.05
ballet,DP NCut (trivial),3,0,4,4,dancer5,231,3,1.000000,1.000000,1.000000,0.05
ballet,DP NCut (trivial),3,0,4,5,dancer5,250,3,1.000000,1.000000,1.000000,0.06
